,Code commune,Population: Habitants (2014),Population: Variation en % (2010-2014),Population: Densité de la population par km² (2014),Population: Etrangers en % (2014),Répartition par âge en %: 0-19 ans (2014),Répartition par âge en %: 20-64 ans (2014),Répartition par âge en %: 65 ans ou plus (2014),Mouvement de la population (en ‰): Taux brut de nuptialité (2014),Mouvement de la population (en ‰): Taux brut de divortialité (2014),Mouvement de la population (en ‰): Taux brut de natalité (2014),Mouvement de la population (en ‰): Taux brut de mortalité (2014),Ménage: Ménages privés (2014),Ménage: Taille moyenne des ménages en personnes (2014),Surface: Surface totale en km² (2004/09),Surface: Surfaces d'habitat et d'infrastructure en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface agricole en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface boisée en % (2004/09),Surface: Surface improductive en % (2004/09),Economie 1): Emplois total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Economie 1): Etablissements total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Constructions et logements: Taux de logements vacants (2015),Constructions et logements: Nouveaux logements construits pour 1000 habitants (2013),Protection sociale: Taux d'aide sociale (2014),Partis politiques en % (élections au Conseil national): PLR 2) (2015),Partis politiques en % (élections au Conseil national): PDC (2015),Partis politiques en % (élections au Conseil national): PS (2015),Partis politiques en % (élections au Conseil national): UDC (2015),Partis politiques en % (élections au Conseil national): PEV/PCS (2015),Partis politiques en % (élections au Conseil national): PVL (2015),Partis politiques en % (élections au Conseil national): PBD (2015),Partis politiques en % (élections au Conseil national): PST/Sol. (2015),Partis politiques en % (élections au Conseil national): PES (2015),Partis politiques en % (élections au Conseil national): Petits partis de droite (2015),Partis politiques en % (élections au Conseil national): Autres (2015),Infractions en ‰ de la population totale: selon le Code pénal (CP) (2014),Infractions en ‰ de la population totale: selon la Loi sur les stupéfiants et les produits psychotropes (LStup) (2014),Infractions en ‰ de la population totale: selon la Loi sur les étrangers (LEtr) (2014)
Bever,3781,620,-6.0606060606,13.5519125683,15.4838709677,15.1612903226,67.5806451613,17.2580645161,6.3846767757,0,1.5961691939,4.7885075818,294,2.1054421769,45.65,1.2048192771,9,15.2902519168,-41,15.1369112815,68.3680175246,333,20,141,172,64,7,8,49,0.9584664537,3.1595576619,0,15.540540541,7.0101351351,26.013513514,28.378378378,*,8.699324324300001,14.358108108,*,*,*,*,12.6382306477,0,0
Celerina/Schlarigna,3782,1504,-1.8917155903,62.6144879267,34.7739361702,18.8164893617,62.3005319149,18.8829787234,4.0106951872,0.6684491979,5.3475935829,4.679144385,699,2.1430615165,24.03,4.7024552643,21,32.0432792343,-47,31.1693716188,32.0848938826,963,13,195,755,157,6,24,127,1.1787819253,4.0322580645,0.1344086022,28.732394366,5.4084507042,12.056338028,26.084507042,*,9.1830985915,18.535211268,*,*,*,*,45.6989247312,4.7043010753,0
Madulain,3783,232,19.587628866,14.2506142506,32.3275862069,17.6724137931,65.5172413793,16.8103448276,8.7145969499,0,13.0718954248,13.0718954248,109,2.128440367,16.35,2.629969419,24,30.7033639144,-45,14.495412844,52.1712538226,93,11,24,58,31,4,5,22,0.9367681499,0,0.4405286344,14.666666667,3.7333333333,24,27.2,*,16,13.066666667,*,*,*,1.333333,13.2158590308,0,0
Pontresina,3784,2161,8.3751253761,18.282571912,34.2896807034,18.9726978251,66.0342434058,14.9930587691,4.2095416277,0.9354536950000001,13.0963517306,2.3386342376,1023,2.0899315738,118.24,1.5054127199,27,16.348105548,-56,9.1424221922,73.0040595399,1864,7,302,1555,240,4,26,210,2.1671826625,8.0378250591,0.6146572104,22.005066956,7.6004343105,14.404632646,30.908432863,*,6.8041983351,18.132464712,*,*,*,0.14477,32.1513002364,1.4184397163,0
La Punt-Chamues-ch,3785,752,0.5347593583,11.8836915297,28.4574468085,17.9521276596,63.2978723404,18.75,1.3140604468000001,0,7.8843626807,5.2562417871000005,344,2.1395348837,63.22,1.2970578931,4,31.5564694717,-125,16.0392280924,51.1072445429,242,17,71,154,85,10,12,63,1.198630137,7.7922077922,0.6493506494,17.983963345,5.2691867125,15.234822451,36.76975945,*,8.1328751432,16.609392898,*,*,*,*,37.6623376623,1.2987012987,0
Samedan,3786,3014,1.5498652291,26.4850615114,24.3530192435,17.9163901792,64.8307896483,17.2528201725,4.3182195649,0.6643414715,9.632951337,8.9686098655,1452,2.055785124,113.96,1.9217269217,34,15.5317655318,-120,9.652509652500001,72.893997894,2897,27,457,2413,387,8,46,333,2.0050125313,9.3116062521,0.3658131028,22.501294666,9.4769549456,16.364577939,23.847747281,*,8.1046090109,19.601242879,*,*,*,0.103573,24.2766877286,2.327901563,0.6651147323000001
St. Moritz,3787,5233,0.5959246444,182.3980481004,41.92623734,14.8862984903,65.1442767055,19.9694248041,3.8528221923,1.7337699865,8.2835677134,7.3203621653,2822,1.8416017009,28.7,8.9895470383,33,26.2717770035,-31,19.9651567944,44.7735191638,7489,14,1071,6404,822,5,67,750,3.1838975297,9.3221984851,0.4466886774,30.973184694,10.982223561,10.16872552,26.996083158,*,5.4986441699,15.109972883,*,*,*,0.271166,55.3505535055,5.2437366479,2.7189745582000002
S-chanf,3788,715,0.4213483146,5.1796580701,15.5244755245,18.8811188811,62.0979020979,19.020979021,8.3217753121,4.160887656,5.547850208,8.3217753121,328,2.1798780488,138.01,0.7173393232,21,23.5780015941,-163,19.2159988407,56.488660242,264,40,69,155,84,17,10,57,2.808988764,0,0.41265474550000003,8.8211708099,4.0898155573,20.609462711,29.671210906,*,5.8540497193,30.874097835,*,*,*,0.080192,22.0082530949,0,0
Sils im Engadin/Segl,3789,768,2.1276595745,12.0792702108,38.5416666667,17.3177083333,65.8854166667,16.796875,3.937007874,1.312335958,15.7480314961,1.312335958,401,1.9102244389,63.54,1.2118350645,8,25.9206798867,-86,11.1425873466,61.7248977022,939,25,137,777,109,8,18,83,1.2048192771,26.455026455,0.26455026460000003,28.518971848,5.6303549572,16.891064871,18.482252142,*,6.2423500612,23.990208078,*,*,*,0.244798,44.9735449735,0,0
Silvaplana,3790,1067,9.100204499,23.8329238329,33.5520149953,11.808809747,65.7919400187,22.3992502343,3.7488284911000003,4.6860356139,4.6860356139,4.6860356139,608,1.7516447367999999,44.71,2.1471706553,11,17.9378215164,-67,14.560501006500001,65.3545068217,798,6,90,702,132,3,16,113,1.0429703796,34.6766635426,0.18744142460000002,35.172413793,5.775862069,9.9137931034,31.379310345,*,5.1724137931,12.5,*,*,*,0.086207,68.4161199625,1.8744142455000001,0
Zuoz,3791,1244,-5.0381679389,18.9086487308,36.9774919614,25.2411575563,57.4758842444,17.2829581994,4.8820179007,1.6273393002,10.5777054516,7.3230268511,570,1.9807017544,65.63,1.9350906598000002,49,46.4421758342,-149,9.5992686272,42.0234648789,813,35,141,637,152,9,21,122,2.6349614396,16.4744645799,0.41186161450000003,20.809968847,4.8598130841,17.258566978,28.535825545,*,6.6043613707,21.869158879,*,*,*,0.062305,24.7116968699,0.8237232290000001,0
Bregaglia,3792,1543,-3.6227357901,6.1364088288,13.3506156837,16.5910563837,59.1704471808,24.2384964355,4.5059542967,3.2185387834,7.7244930801,11.5867396202,692,2.210982659,251.37,0.8672474838,37,14.1027171102,-355,21.6254923022,63.4045431038,886,92,308,486,216,29,44,143,0.8695652174,1.2787723785,0,28.29023543,4.7857969896,12.157468159,28.213045156,*,5.0945580857,21.458896179,*,*,*,*,15.3452685422,23.0179028133,4.4757033247999995
Buseno,3804,90,-10,8.0717488789,6.6666666667,12.2222222222,54.4444444444,33.3333333333,10.989010989,0,0,21.978021978,45,2,11.24,1.8683274021,9,4.8932384342,-27,83.8078291815,9.4306049822,23,11,0,12,8,4,0,4,3.8709677419,0,0,1.5625,52.734375,9.375,34.765625,*,*,1.5625,*,*,*,*,32.6086956522,0,0
Castaneda,3805,265,13.7339055794,66.9191919192,12.4528301887,15.8490566038,53.5849056604,30.5660377358,3.9603960396,3.9603960396,7.9207920792,3.9603960396,117,2.264957265,3.94,4.5685279188,1,4.0609137056,0,81.2182741117,10.152284264,62,0,9,53,25,0,7,18,2.4630541872,0,0,4.6783625731,35.67251462,17.83625731,37.134502924,*,1.4619883041000001,3.216374269,*,*,*,*,20.8333333333,0,0
Rossa,3808,139,28.7037037037,2.3603328239,10.071942446,5.035971223,65.4676258993,29.4964028777,0,0,7.5757575758,7.5757575758,71,1.9577464789,58.93,0.5599864246,9,7.1101306635,-173,46.1055489564,46.2243339555,21,5,4,12,16,3,4,9,3.0837004405,0,0,13.804713805,10.437710438,20.202020202,39.057239057,*,3.367003367,13.131313131,*,*,*,*,96,0,0
Santa Maria in Calanca,3810,110,2.8037383178,11.8152524168,10,10.9090909091,60,29.0909090909,0,0,0,8.9686098655,61,1.7704918033,9.32,1.5021459227,5,3.9699570815,-25,74.5708154506,19.9570815451,18,6,1,11,15,4,1,10,1.8691588785,0,0,3.1446540881,19.496855346,20.754716981,47.169811321,*,*,9.4339622642,*,*,*,*,8.8495575221,0,0
Lostallo,3821,762,7.7793493635,14.9823043649,16.5354330709,18.7664041995,60.7611548556,20.4724409449,10.6880427522,0,8.0160320641,9.3520374081,327,2.3119266055,50.91,2.2981732469000002,26,7.3266548812,-33,59.5953643685,30.7798075034,211,42,69,100,86,17,21,48,1.5801354402,8.1632653061,0.27210884350000003,27.685950413,13.016528926,17.561983471,31.508264463,*,4.0289256198,6.1983471074,*,*,*,*,35.3741496599,8.1632653061,0
Mesocco,3822,1308,6.7755102041,7.9383382897,18.6544342508,16.2844036697,59.3272171254,24.3883792049,4.6065259117,0.7677543186,9.980806142,13.8195777351,608,2.1151315789,164.76,1.3534838553,13,18.6392328235,-332,21.7649915028,58.2422918184,522,37,152,333,131,13,21,97,2.732746642,1.5420200463,0.7710100231,8.4756898817,21.681997372,23.390275953,36.79369251,*,1.8396846255,7.8186596583,*,*,*,*,48.5736314572,7.7101002313,5.3970701619
Soazza,3823,353,0.5698005698,7.6044808272,18.9801699717,11.3314447592,56.940509915,31.7280453258,5.6022408964,0,0,19.6078431373,147,2.2789115646,46.37,1.1429803752,-2,7.1813672633,-48,56.8039680828,34.8716842786,141,17,77,47,37,4,12,21,5.3811659193,8.3102493075,0.2770083102,11.856823266,13.646532438,21.92393736,33.333333333,*,1.3422818792,17.897091723,*,*,*,*,55.4016620499,0,0
Cama,3831,573,24.025974026,38.2,20.0698080279,19.1972076789,62.4781849913,18.3246073298,7.0484581498,0,8.8105726872,8.8105726872,248,2.2903225806,15.06,3.1208499336,8,5.1792828685,-9,60.0929614874,31.6069057105,203,24,44,135,52,9,8,35,1.9607843137,16.0142348754,0.5338078292,15.520628684,29.666011788,11.591355599,37.524557957,*,2.3575638507,3.1434184676,*,*,*,0.196464,44.4839857651,0,0
Grono,3832,1016,6.7226890756,68.6022957461,32.2834645669,18.1102362205,62.5,19.3897637795,4.9677098857,1.9870839543,13.9095876801,6.95479384,428,2.3177570093,14.83,4.5178691841,12,8.5637221848,-7,58.3951449764,28.5232636548,760,6,347,407,130,4,29,97,0.7604562738,2.0060180542,1.0030090271,10.310421286,18.736141907,21.507760532,41.019955654,*,2.1064301552,6.3192904656,*,*,*,*,50.1504513541,0,0
Leggia,3833,137,3.007518797,14.9237472767,8.7591240876,19.7080291971,59.8540145985,20.4379562044,15.1515151515,0,0,7.5757575758,60,2.2833333333,9.15,2.2950819672,1,11.912568306,0,64.262295082,21.5300546448,21,13,2,6,13,7,2,4,0,0,0,11.188811189,34.965034965,9.0909090909,44.055944056,*,0.6993006993,*,*,*,*,*,118.1102362205,0,0
Roveredo (GR),3834,2478,3.4223706177,63.8824439288,21.8724778047,19.209039548,60.9362389023,19.8547215496,5.5899381114,1.9964064684,8.3849071671,9.1834697544,1048,2.2958015267,38.78,3.661681279,38,7.6328004126,-83,75.8122743682,12.8932439402,895,41,165,689,263,20,30,213,3.1071655041,3.1608060055,0.7902015014,8.7924970692,10.238374365,27.393513091,47.831184056,*,2.1101992966,3.5951543572,*,*,*,0.039078,35.1639668115,7.1118135124,1.1853022521
San Vittore,3835,754,5.6022408964,34.1795104261,19.6286472149,15.3846153846,66.4456233422,18.1697612732,3.9787798408,2.6525198939,10.6100795756,3.9787798408,328,2.2804878049,22.02,3.8601271571,17,15.8946412352,-14,67.2116257947,13.0336058129,411,27,298,86,81,11,24,46,0.6048387097,2.6525198939,0.3978779841,13.630731103,14.126394052,32.58983891,35.192069393,*,1.1152416357,3.3457249071,*,*,*,*,35.8090185676,2.6525198939,1.3262599469
Verdabbio,3836,166,5.7324840764000005,12.6428027418,16.265060241,19.2771084337,59.0361445783,21.686746988,6.1162079511,0,6.1162079511,12.2324159021,75,2.2,13.11,1.3729977117,2,5.4919908467,-4,63.1578947368,29.9771167048,19,10,1,8,13,4,1,8,0,0,2.4844720497,14.851485149,17.326732673,37.128712871,23.267326733,*,2.4752475248,4.9504950495,*,*,*,*,6.2111801242,0,0
Calanca,3837,187,-14.2201834862,4.9562682216,18.7165775401,8.5561497326,66.3101604278,25.1336898396,0,10.1781170483,0,25.4452926209,93,1.9784946237,37.68,1.9904458599,12,10.1645435244,-75,57.5902335456,30.2547770701,126,34,77,15,30,15,6,9,1.7948717949000002,0,0,4.7445255474,17.153284672,36.861313869,21.532846715,*,1.8248175182000002,17.883211679,*,*,*,*,58.2524271845,0,0
Val Müstair,3847,1533,-3.7060301508,7.7174788562,7.3059360731,16.5688193085,57.5342465753,25.8969341161,3.2278889606,2.5823111685,5.164622337,10.974822466100001,654,2.2996941896,198.63,1.0270351911,35,26.8841564718,-320,26.4813975734,45.6074107637,1085,135,299,651,241,53,36,152,1.5100671141,8.945686901,0.8306709265000001,6.3636363636,23.745454545,14.909090909,31.854545455,*,4.3272727273000005,18.654545455,*,*,*,0.145455,35.1437699681,1.2779552716,1.9169329073
Davos,3851,11136,-0.2686727566,39.2112676056,26.9845545977,17.2862787356,64.4845545977,18.2291666667,4.2063811697,1.5214570188,9.128742113,8.2337673961,5441,2.0317956258,283.97,2.2537591999,74,34.9860900799,-616,22.2171356129,40.5430151072,8856,217,1053,7586,1135,80,146,909,0.7149983372000001,23.459102667,1.1238961734,20.429116757,5.2323285507,14.657101487,30.018428327,*,12.110043438,15.828616559,*,*,*,1.724365,54.5892427081,9.81179199,0.17839621800000002
Fideris,3861,587,-4.2414355628,23.1466876972,7.1550255537,19.4207836457,60.3066439523,20.272572402,1.7094017094,1.7094017094,8.547008547,5.1282051282,243,2.3580246914,25.32,3.1200631912,12,58.7282780411,-40,28.7519747235,9.3996840442,219,85,62,72,60,21,17,22,1.5873015873,3.4305317324,1.0291595197,18.117408907,2.9352226721,15.48582996,32.388663968,*,14.170040486,16.801619433,*,*,*,0.101215,6.8610634648,3.4305317324,0
Furna,3862,204,1.4925373134,6.1224489796,3.9215686275,28.431372549,50.9803921569,20.5882352941,0,4.9751243781,9.9502487562,4.9751243781,76,2.6710526316000003,33.25,1.1127819549,10,50.4360902256,-31,39.1578947368,9.2932330827,69,49,4,16,31,18,4,9,0,10.101010101,0.5050505051,10.512820513,4.1025641026,12.051282051,50.512820513,*,2.3076923077,20.256410256,*,*,*,0.25641,5.0505050505,0,0
Jenaz,3863,1184,3.1358885017,45.6966422231,9.1216216216,21.4527027027,57.7702702703,20.777027027,6.864006864,2.574002574,6.006006006,6.864006864,511,2.2798434442,25.95,2.9672447013000003,16,44.6628131021,-30,40.3468208092,12.0231213873,407,61,163,183,108,23,30,55,1.1494252874,4.3591979076000005,0.7846556234000001,19.360365505,2.3415191319,8.1096516276,37.578526556,*,11.022272987,21.359223301,*,*,*,0.228441,19.1804707934,3.4873583261,0
Klosters-Serneus,3871,3841,-1.3103802672,19.8922782122,22.2598281697,17.1830252538,57.9796927883,24.8372819578,2.5960539979,1.5576323988,4.6728971963,8.3073727934,1799,2.1078376876,193.16,1.4392213709,74,22.8308138331,-404,18.6891696003,57.0407951957,2200,142,547,1511,450,59,80,311,0.8039215686000001,10.6135128139,0.6212787989,18.738110336,4.0266328472,10.811667724,41.265060241,*,6.975269499,17.580849715,*,*,*,0.60241,35.7235309345,3.3652601605,6.9893864872
Conters im Prättigau,3881,209,-11.4406779661,11.3586956522,4.7846889952,19.6172248804,57.4162679426,22.966507177,0,4.6296296296,18.5185185185,27.7777777778,93,2.247311828,18.39,0.9787928222000001,4,46.0576400218,-35,45.0788471996,7.8847199565,84,22,8,54,30,12,5,13,1.2903225806,4.4843049327,0.8968609865,4.3333333333,1.6666666667,13.666666667,54,*,8.3333333333,18,*,*,*,*,26.9058295964,0,0
Küblis,3882,838,2.3199023199,102.9484029484,17.5417661098,21.2410501193,60.2625298329,18.4964200477,5.8823529412,3.5294117647,12.9411764706,9.4117647059,369,2.27100271,8.13,4.5510455105,1,43.9114391144,-6,43.6654366544,7.8720787208,522,34,208,280,106,13,24,69,2.0146520147,1.1600928074,1.1600928074,11.156022635,1.0509296686,9.7008892482,52.223120453,*,7.8415521423,17.704122878,*,*,*,0.323363,24.3619489559,2.3201856148,0
Saas,3883,749,-1.1873350923000001,28.0419318607,8.2777036048,20.694259012,55.5407209613,23.7650200267,1.3360053440000002,1.3360053440000002,2.6720106880000003,14.6960587842,327,2.2874617737,26.75,2.5794392523000003,23,38.3925233645,-118,25.5327102804,33.4953271028,239,59,81,99,74,21,17,36,0.48387096770000004,25.4010695187,0.4010695187,11.029411765,3.022875817,9.5588235294,51.960784314,*,6.9444444444,16.748366013000002,*,*,*,0.735294,14.7058823529,2.6737967914,2.6737967914
Luzein,3891,1228,3.2800672834,38.8607594937,7.8175895765,21.4983713355,57.003257329,21.4983713355,3.2454361055,3.2454361055,8.9249492901,7.3022312373,515,2.3514563107,31.63,3.3196332595999998,16,41.9222257351,-51,47.0755611761,7.6825798293,411,137,93,181,146,56,29,61,0.21321961620000002,20.2101859337,0.48504446240000004,19.928666964,2.9870708872,12.260365582,39.545251895,*,9.3178778422,15.202853321,*,*,*,0.757914,8.8924818108,4.0420371867,0
St. Antönien,3893,337,-10.3723404255,6.4460596787,4.4510385757,24.9258160237,56.0830860534,18.9910979228,5.772005772,0,5.772005772,8.658008658,131,2.5496183206,52.22,1.0532363079,24,50.1531980084,-120,11.5472998851,37.2462657985,127,70,9,48,52,27,6,19,0.37037037040000004,5.6179775281,0,17.869415808,3.9518900344,5.3264604811,49.484536082,*,3.264604811,19.931271478,*,*,*,0.171821,5.6179775281,0,0
Chur,3901,34547,2.3432871193,1229.8682805269,19.2028251368,16.5803108808,63.478739109,19.9409500101,5.7477103502,2.1191053311,9.2021423284,10.0439786928,16970,1.9958161461000001,28.01,26.454837558,86,17.636558372,-87,52.052838272,3.8557657979,31727,94,3709,27924,3654,27,356,3271,0.5964949324000001,7.7147016012,2.634643377,12.062566278,13.740342372,25.958188153000002,26.427813968,*,9.7106499015,11.969777306,*,*,*,0.130662,68.6462882096,15.749636099,2.3871906841
Churwalden,3911,2067,-3.5014005602,42.5922110035,20.0290275762,17.5133043058,65.0701499758,17.4165457184,3.8750302737,0.4843787842,9.2031969,8.2344393316,926,2.1900647948,48.58,3.7052284891,23,43.7834499794,-174,39.6459448333,12.8653766982,845,102,195,548,199,37,32,130,1.4243820695,24.2483026188,2.1338506305,16.931385006,10.00635324,18.360864041,30.43202033,*,9.7839898348,14.485387548,*,*,*,*,32.4927255092,1.9398642095,0.9699321048
Arosa,3921,3247,-3.4780023781000002,20.9768072873,22.0511241146,14.3517092701,63.812750231,21.8355404989,3.3598045205,2.1380574221,7.6359193647,8.857666463,1681,1.9202855443,154.73,2.1198216248,41,46.0802688554,-317,28.5335746138,23.266334906,2970,119,295,2556,453,51,56,346,3.4507809662,17.5704332021,0.8179339594,15.407047388,7.2417982989,13.681652491,37.424058323,*,7.8979343864,17.982989064,*,*,*,0.36452,37.8673129355,0.605877007,0
Maladers,3926,506,1.8108651911,66.6666666667,7.3122529644,16.0079051383,65.0197628458,18.9723320158,2.0161290323,0,12.0967741935,6.0483870968,234,2.141025641,7.61,4.2049934297,0,28.1208935611,-26,63.7319316689,3.9421813403,84,17,32,35,40,9,13,18,2.1201413428,2.0576131687,1.2345679012,4.2475728155,2.6699029126,16.019417476,51.213592233,*,11.40776699,14.441747573,*,*,*,*,6.1728395062,2.0576131687,0
Tschiertschen-Praden,3932,306,-0.6493506494,11.0310021629,7.1895424837,12.7450980392,63.0718954248,24.1830065359,19.4805194805,6.4935064935,6.4935064935,9.7402597403,149,2.0536912752,27.8,1.3309352518,10,46.726618705,-63,33.309352518,18.6330935252,115,18,13,84,38,7,5,26,1.3257575758,16.1290322581,0.3225806452,16.96969697,6.8686868687,15.353535354,25.454545455,*,5.0505050505,30.303030303,*,*,*,*,41.935483871,0,0
Haldenstein,3941,1036,3.2901296112000002,55.8189655172,11.6795366795,24.4208494208,61.7760617761,13.8030888031,3.9273441335,2.9455081001,16.6912125675,2.9455081001,439,2.3485193622000002,18.55,1.9946091644,7,26.4690026954,-16,54.9326145553,16.6037735849,329,29,184,116,62,9,17,36,0.40241448690000003,1.9980019980000001,1.6983016982999999,9.7409326425,5.9067357513,19.792746114,21.347150259,*,20.155440415,22.901554404,*,*,*,0.15544,24.975024975,0,0
Trimmis,3945,3072,1.6209063844,71.6585024493,8.3658854167,20.9635416667,63.1510416667,15.8854166667,5.5628272251,0.3272251309,10.4712041885,5.2356020942,1287,2.3776223776,42.89,3.6838423875,30,32.7115877827,-111,45.3252506412,18.2793191886,1025,67,524,434,214,26,52,136,0.4225352113,2.3026315789,0.7565789474,8.628031846,13.77522681,13.830772079,40.825773005,*,10.183299389,12.719866691,*,*,*,0.03703,20.7236842105,3.9473684211,1.3157894737
Untervaz,3946,2430,2.1867115223,87.6623376623,10.658436214,24.1975308642,61.7283950617,14.0740740741,3.7067545305,2.0593080725,9.0609555189,4.942339374,985,2.4487309645,27.67,5.9631369714,29,39.2121431153,-56,45.5728225515,9.2518973618,651,52,318,281,138,17,40,81,0.36330608540000003,9.4806265458,1.5663643858,10.144075272,15.319023817,17.935901206,35.577771244,*,8.5269038518,12.437518377,*,*,*,0.058806,12.778235779100001,1.6488046167000001,0.41220115420000003
Zizers,3947,3320,4.0752351097,301.5440508629,14.3975903614,20.3915662651,62.2891566265,17.3192771084,4.592071024,1.8368284096,10.4086943211,10.1025562529,1409,2.3264726757,10.96,14.5072992701,35,39.0510948905,-35,38.0474452555,8.3941605839,964,59,260,645,208,21,42,145,0.1943005181,5.9134765017,1.5250544662,10.735072214,12.200905368,16.404397499,34.145289933,*,7.5447294676,18.60314723,*,*,*,0.366458,40.7718643013,3.7348272641999998,0.6224712107
Fläsch,3951,719,20.6375838926,36.0581745236,8.066759388,18.6369958275,65.78581363,15.5771905424,7.1942446043,1.4388489209,5.7553956835,4.3165467626,306,2.3366013072,19.95,2.5062656642,8,34.6365914787,-15,42.7568922306,20.1002506266,162,93,9,60,56,25,6,25,0.5847953216,56.6318926975,0.8941877794,18.650217707,3.7735849057,13.497822932,39.69521045,*,13.497822932,10.812772134,*,*,*,0.072569,46.1997019374,0,0
Jenins,3952,909,6.9411764706,86.2428842505,10.781078107799999,22.1122112211,63.0363036304,14.8514851485,7.756232687,2.216066482,16.620498615,6.648199446,358,2.5,10.5,4.0952380952,13,42.6666666667,-27,41.3333333333,11.9047619048,299,100,22,177,86,28,11,47,0.4555808656,2.2321428571,0.22321428570000001,14.558740866,8.4879145587,15.008431703,39.179314221,*,7.9820123665,14.446318156,*,*,*,0.337268,8.9285714286,0,0
Maienfeld,3953,2740,7.2826938136,84.7510052583,11.0583941606,19.6715328467,61.496350365,18.8321167883,5.159388244,1.8426386585999999,15.4781647319,8.8446655611,1232,2.200487013,32.37,5.7769539697,21,43.0954587581,-67,31.9431572444,19.1844300278,1678,172,458,1048,316,53,46,217,3.1204644412,25.6791961295,0.7071082992000001,16.89888535,7.1656050955,13.296178344,34.832802548000004,*,10.847929936,16.89888535,*,*,*,0.059713,42.0543356904,6.3267584667,0
Malans,3954,2306,4.2024401265,202.2807017544,8.3694709454,22.3330442324,60.3642671292,17.3026886383,3.8743004735,0.8609556608000001,10.3314679294,7.7486009471,947,2.4128827878,11.38,7.0298769772,20,40.3339191564,-23,43.7609841828,8.8752196837,849,135,307,407,238,36,44,158,2.1139705882,2.1367521368,0.641025641,15.160599572,6.8094218415,24.239828694,26.466809422,*,11.30620985,15.824411135,*,*,*,0.192719,33.7606837607,2.1367521368,0
Landquart,3955,8692,4.8998310403000005,460.8695652174,19.1900598251,19.3856419696,64.3005062126,16.3138518178,5.3519488074,3.0250145433,11.7510180337,6.6317626527,3716,2.3105489774,18.92,15.0634249471,62,34.6723044397,-58,45.5073995772,4.7568710359,5815,109,2055,3651,629,33,108,488,0.1471670346,2.35349494,2.2005177689,8.9074042261,11.381205978,21.362308882,34.727710015,*,8.6239477753,14.920116818,*,*,*,0.077306,49.6587432337,4.353965639,0
Grüsch,3961,1975,6.0118089104,45.6120092379,7.2911392405,21.4683544304,62.5316455696,16,2.5458248473,2.5458248473,11.7107942974,10.183299389,821,2.3739342266,43.28,2.8881700555,27,42.7449168207,-108,45.4482439926,8.9186691312,1132,124,621,387,185,47,27,111,0.7328990228000001,4.0962621608,0,14.87698987,4.8335745297,15.426917511,36.497829233,*,10.940665702,17.279305355,*,*,*,0.144718,14.8489503328,0.5120327701,2.0481310804
Schiers,3962,2639,3.5307963907,42.7992215375,16.1803713528,21.3717317166,61.0837438424,17.5445244411,3.0563514804,1.1461318052,4.5845272206,8.7870105062,1117,2.3294538944,61.75,2.3967611336,28,36.016194332,-153,45.4412955466,16.1457489879,1548,115,371,1062,227,47,34,146,1.1596180082,9.6302003082,1.3097072419,12.892998679,4.2272126816,21.188903567,36.354029062,*,7.6618229855,17.305151915,*,*,*,0.369881,22.3420647149,2.311248074,1.155624037
